Brasil e Unidade da Federação;Atividades;Mês;Índice base fixa (2014=100)
Brasil;Combustíveis e lubrificantes;01/01/2000;79.8
Brasil;Combustíveis e lubrificantes;01/02/2000;78.1
Brasil;Combustíveis e lubrificantes;01/03/2000;80.5
Brasil;Combustíveis e lubrificantes;01/04/2000;80.1
Brasil;Combustíveis e lubrificantes;01/05/2000;79.5
Brasil;Combustíveis e lubrificantes;01/06/2000;79.3
Brasil;Combustíveis e lubrificantes;01/07/2000;79.9
Brasil;Combustíveis e lubrificantes;01/08/2000;76.2
Brasil;Combustíveis e lubrificantes;01/09/2000;75.3
Brasil;Combustíveis e lubrificantes;01/10/2000;77.5
Brasil;Combustíveis e lubrificantes;01/11/2000;73.6
Brasil;Combustíveis e lubrificantes;01/12/2000;77.6
Brasil;Combustíveis e lubrificantes;01/01/2001;73.4
Brasil;Combustíveis e lubrificantes;01/02/2001;68.5
Brasil;Combustíveis e lubrificantes;01/03/2001;75.7
Brasil;Combustíveis e lubrificantes;01/04/2001;74.9
Brasil;Combustíveis e lubrificantes;01/05/2001;77.5
Brasil;Combustíveis e lubrificantes;01/06/2001;76.9
Brasil;Combustíveis e lubrificantes;01/07/2001;78.1
Brasil;Combustíveis e lubrificantes;01/08/2001;79.1
Brasil;Combustíveis e lubrificantes;01/09/2001;75.8
Brasil;Combustíveis e lubrificantes;01/10/2001;78.1
Brasil;Combustíveis e lubrificantes;01/11/2001;75.2
Brasil;Combustíveis e lubrificantes;01/12/2001;77.5
Brasil;Combustíveis e lubrificantes;01/01/2002;76.9
Brasil;Combustíveis e lubrificantes;01/02/2002;72.7
Brasil;Combustíveis e lubrificantes;01/03/2002;79.9
Brasil;Combustíveis e lubrificantes;01/04/2002;78.4
Brasil;Combustíveis e lubrificantes;01/05/2002;79.1
Brasil;Combustíveis e lubrificantes;01/06/2002;75.3
Brasil;Combustíveis e lubrificantes;01/07/2002;83.8
Brasil;Combustíveis e lubrificantes;01/08/2002;87.5
Brasil;Combustíveis e lubrificantes;01/09/2002;84.1
Brasil;Combustíveis e lubrificantes;01/10/2002;85.3
Brasil;Combustíveis e lubrificantes;01/11/2002;78.5
Brasil;Combustíveis e lubrificantes;01/12/2002;81.3
Brasil;Combustíveis e lubrificantes;01/01/2003;73.4
Brasil;Combustíveis e lubrificantes;01/02/2003;68.1
Brasil;Combustíveis e lubrificantes;01/03/2003;73.4
Brasil;Combustíveis e lubrificantes;01/04/2003;73.3
Brasil;Combustíveis e lubrificantes;01/05/2003;77.4
Brasil;Combustíveis e lubrificantes;01/06/2003;74.4
Brasil;Combustíveis e lubrificantes;01/07/2003;82.2
Brasil;Combustíveis e lubrificantes;01/08/2003;80.0
Brasil;Combustíveis e lubrificantes;01/09/2003;77.5
Brasil;Combustíveis e lubrificantes;01/10/2003;81.6
Brasil;Combustíveis e lubrificantes;01/11/2003;79.1
Brasil;Combustíveis e lubrificantes;01/12/2003;81.0
Brasil;Combustíveis e lubrificantes;01/01/2004;77.1
Brasil;Combustíveis e lubrificantes;01/02/2004;72.1
Brasil;Combustíveis e lubrificantes;01/03/2004;81.9
Brasil;Combustíveis e lubrificantes;01/04/2004;79.9
Brasil;Combustíveis e lubrificantes;01/05/2004;80.5
Brasil;Combustíveis e lubrificantes;01/06/2004;80.2
Brasil;Combustíveis e lubrificantes;01/07/2004;84.9
Brasil;Combustíveis e lubrificantes;01/08/2004;81.3
Brasil;Combustíveis e lubrificantes;01/09/2004;80.7
Brasil;Combustíveis e lubrificantes;01/10/2004;82.6
Brasil;Combustíveis e lubrificantes;01/11/2004;79.1
Brasil;Combustíveis e lubrificantes;01/12/2004;83.5
Brasil;Combustíveis e lubrificantes;01/01/2005;76.3
Brasil;Combustíveis e lubrificantes;01/02/2005;67.7
Brasil;Combustíveis e lubrificantes;01/03/2005;74.8
Brasil;Combustíveis e lubrificantes;01/04/2005;72.1
Brasil;Combustíveis e lubrificantes;01/05/2005;74.9
Brasil;Combustíveis e lubrificantes;01/06/2005;75.1
Brasil;Combustíveis e lubrificantes;01/07/2005;76.3
Brasil;Combustíveis e lubrificantes;01/08/2005;76.3
Brasil;Combustíveis e lubrificantes;01/09/2005;74.7
Brasil;Combustíveis e lubrificantes;01/10/2005;75.2
Brasil;Combustíveis e lubrificantes;01/11/2005;72.3
Brasil;Combustíveis e lubrificantes;01/12/2005;77.4
Brasil;Combustíveis e lubrificantes;01/01/2006;69.7
Brasil;Combustíveis e lubrificantes;01/02/2006;63.1
Brasil;Combustíveis e lubrificantes;01/03/2006;67.8
Brasil;Combustíveis e lubrificantes;01/04/2006;64.2
Brasil;Combustíveis e lubrificantes;01/05/2006;66.1
Brasil;Combustíveis e lubrificantes;01/06/2006;65.6
Brasil;Combustíveis e lubrificantes;01/07/2006;68.6
Brasil;Combustíveis e lubrificantes;01/08/2006;71.5
Brasil;Combustíveis e lubrificantes;01/09/2006;69.7
Brasil;Combustíveis e lubrificantes;01/10/2006;70.9
Brasil;Combustíveis e lubrificantes;01/11/2006;70.1
Brasil;Combustíveis e lubrificantes;01/12/2006;73.9
Brasil;Combustíveis e lubrificantes;01/01/2007;71.5
Brasil;Combustíveis e lubrificantes;01/02/2007;66.4
Brasil;Combustíveis e lubrificantes;01/03/2007;72.5
Brasil;Combustíveis e lubrificantes;01/04/2007;68.6
Brasil;Combustíveis e lubrificantes;01/05/2007;69.9
Brasil;Combustíveis e lubrificantes;01/06/2007;69.5
Brasil;Combustíveis e lubrificantes;01/07/2007;71.9
Brasil;Combustíveis e lubrificantes;01/08/2007;74.4
Brasil;Combustíveis e lubrificantes;01/09/2007;72.3
Brasil;Combustíveis e lubrificantes;01/10/2007;75.1
Brasil;Combustíveis e lubrificantes;01/11/2007;74.6
Brasil;Combustíveis e lubrificantes;01/12/2007;76.3
Brasil;Combustíveis e lubrificantes;01/01/2008;73.7
Brasil;Combustíveis e lubrificantes;01/02/2008;71.3
Brasil;Combustíveis e lubrificantes;01/03/2008;76.3
Brasil;Combustíveis e lubrificantes;01/04/2008;74.4
Brasil;Combustíveis e lubrificantes;01/05/2008;78.9
Brasil;Combustíveis e lubrificantes;01/06/2008;78.1
Brasil;Combustíveis e lubrificantes;01/07/2008;82.9
Brasil;Combustíveis e lubrificantes;01/08/2008;83.1
Brasil;Combustíveis e lubrificantes;01/09/2008;81.7
Brasil;Combustíveis e lubrificantes;01/10/2008;83.3
Brasil;Combustíveis e lubrificantes;01/11/2008;78.5
Brasil;Combustíveis e lubrificantes;01/12/2008;81.1
Brasil;Combustíveis e lubrificantes;01/01/2009;76.5
Brasil;Combustíveis e lubrificantes;01/02/2009;71.8
Brasil;Combustíveis e lubrificantes;01/03/2009;79.8
Brasil;Combustíveis e lubrificantes;01/04/2009;77.0
Brasil;Combustíveis e lubrificantes;01/05/2009;80.4
Brasil;Combustíveis e lubrificantes;01/06/2009;77.2
Brasil;Combustíveis e lubrificantes;01/07/2009;79.6
Brasil;Combustíveis e lubrificantes;01/08/2009;79.4
Brasil;Combustíveis e lubrificantes;01/09/2009;78.7
Brasil;Combustíveis e lubrificantes;01/10/2009;84.3
Brasil;Combustíveis e lubrificantes;01/11/2009;80.9
Brasil;Combustíveis e lubrificantes;01/12/2009;85.5
Brasil;Combustíveis e lubrificantes;01/01/2010;80.1
Brasil;Combustíveis e lubrificantes;01/02/2010;75.3
Brasil;Combustíveis e lubrificantes;01/03/2010;85.1
Brasil;Combustíveis e lubrificantes;01/04/2010;81.0
Brasil;Combustíveis e lubrificantes;01/05/2010;85.2
Brasil;Combustíveis e lubrificantes;01/06/2010;81.7
Brasil;Combustíveis e lubrificantes;01/07/2010;85.8
Brasil;Combustíveis e lubrificantes;01/08/2010;86.8
Brasil;Combustíveis e lubrificantes;01/09/2010;86.9
Brasil;Combustíveis e lubrificantes;01/10/2010;88.7
Brasil;Combustíveis e lubrificantes;01/11/2010;85.9
Brasil;Combustíveis e lubrificantes;01/12/2010;91.0
Brasil;Combustíveis e lubrificantes;01/01/2011;85.2
Brasil;Combustíveis e lubrificantes;01/02/2011;81.6
Brasil;Combustíveis e lubrificantes;01/03/2011;87.3
Brasil;Combustíveis e lubrificantes;01/04/2011;82.2
Brasil;Combustíveis e lubrificantes;01/05/2011;83.3
Brasil;Combustíveis e lubrificantes;01/06/2011;82.8
Brasil;Combustíveis e lubrificantes;01/07/2011;86.4
Brasil;Combustíveis e lubrificantes;01/08/2011;88.3
Brasil;Combustíveis e lubrificantes;01/09/2011;85.8
Brasil;Combustíveis e lubrificantes;01/10/2011;88.2
Brasil;Combustíveis e lubrificantes;01/11/2011;86.9
Brasil;Combustíveis e lubrificantes;01/12/2011;91.4
Brasil;Combustíveis e lubrificantes;01/01/2012;84.5
Brasil;Combustíveis e lubrificantes;01/02/2012;85.0
Brasil;Combustíveis e lubrificantes;01/03/2012;91.7
Brasil;Combustíveis e lubrificantes;01/04/2012;87.2
Brasil;Combustíveis e lubrificantes;01/05/2012;89.3
Brasil;Combustíveis e lubrificantes;01/06/2012;88.4
Brasil;Combustíveis e lubrificantes;01/07/2012;93.1
Brasil;Combustíveis e lubrificantes;01/08/2012;97.0
Brasil;Combustíveis e lubrificantes;01/09/2012;95.5
Brasil;Combustíveis e lubrificantes;01/10/2012;98.3
Brasil;Combustíveis e lubrificantes;01/11/2012;93.4
Brasil;Combustíveis e lubrificantes;01/12/2012;96.5
Brasil;Combustíveis e lubrificantes;01/01/2013;92.2
Brasil;Combustíveis e lubrificantes;01/02/2013;84.1
Brasil;Combustíveis e lubrificantes;01/03/2013;95.0
Brasil;Combustíveis e lubrificantes;01/04/2013;94.5
Brasil;Combustíveis e lubrificantes;01/05/2013;97.4
Brasil;Combustíveis e lubrificantes;01/06/2013;95.6
Brasil;Combustíveis e lubrificantes;01/07/2013;100.3
Brasil;Combustíveis e lubrificantes;01/08/2013;102.2
Brasil;Combustíveis e lubrificantes;01/09/2013;99.5
Brasil;Combustíveis e lubrificantes;01/10/2013;104.8
Brasil;Combustíveis e lubrificantes;01/11/2013;101.7
Brasil;Combustíveis e lubrificantes;01/12/2013;102.2
Brasil;Combustíveis e lubrificantes;01/01/2014;98.6
Brasil;Combustíveis e lubrificantes;01/02/2014;95.8
Brasil;Combustíveis e lubrificantes;01/03/2014;98.9
Brasil;Combustíveis e lubrificantes;01/04/2014;96.1
Brasil;Combustíveis e lubrificantes;01/05/2014;99.4
Brasil;Combustíveis e lubrificantes;01/06/2014;93.1
Brasil;Combustíveis e lubrificantes;01/07/2014;99.9
Brasil;Combustíveis e lubrificantes;01/08/2014;102.7
Brasil;Combustíveis e lubrificantes;01/09/2014;102.4
Brasil;Combustíveis e lubrificantes;01/10/2014;107.1
Brasil;Combustíveis e lubrificantes;01/11/2014;101.8
Brasil;Combustíveis e lubrificantes;01/12/2014;104.2
Brasil;Combustíveis e lubrificantes;01/01/2015;98.4
Brasil;Combustíveis e lubrificantes;01/02/2015;86.2
Brasil;Combustíveis e lubrificantes;01/03/2015;96.8
Brasil;Combustíveis e lubrificantes;01/04/2015;94.1
Brasil;Combustíveis e lubrificantes;01/05/2015;95.0
Brasil;Combustíveis e lubrificantes;01/06/2015;92.4
Brasil;Combustíveis e lubrificantes;01/07/2015;95.6
Brasil;Combustíveis e lubrificantes;01/08/2015;95.4
Brasil;Combustíveis e lubrificantes;01/09/2015;93.8
Brasil;Combustíveis e lubrificantes;01/10/2015;95.0
Brasil;Combustíveis e lubrificantes;01/11/2015;89.5
Brasil;Combustíveis e lubrificantes;01/12/2015;94.0
Brasil;Combustíveis e lubrificantes;01/01/2016;84.8
Brasil;Combustíveis e lubrificantes;01/02/2016;82.9
Brasil;Combustíveis e lubrificantes;01/03/2016;87.1
Brasil;Combustíveis e lubrificantes;01/04/2016;84.1
Brasil;Combustíveis e lubrificantes;01/05/2016;84.7
Brasil;Combustíveis e lubrificantes;01/06/2016;84.1
Brasil;Combustíveis e lubrificantes;01/07/2016;86.1
Brasil;Combustíveis e lubrificantes;01/08/2016;86.2
Brasil;Combustíveis e lubrificantes;01/09/2016;85.6
Brasil;Combustíveis e lubrificantes;01/10/2016;85.4
Brasil;Combustíveis e lubrificantes;01/11/2016;82.5
Brasil;Combustíveis e lubrificantes;01/12/2016;88.9
Brasil;Combustíveis e lubrificantes;01/01/2017;79.8
Brasil;Combustíveis e lubrificantes;01/02/2017;75.8
Brasil;Combustíveis e lubrificantes;01/03/2017;85.1
Brasil;Combustíveis e lubrificantes;01/04/2017;80.6
Brasil;Combustíveis e lubrificantes;01/05/2017;84.4
Brasil;Combustíveis e lubrificantes;01/06/2017;84.2
Brasil;Combustíveis e lubrificantes;01/07/2017;85.3
Brasil;Combustíveis e lubrificantes;01/08/2017;83.7
Brasil;Combustíveis e lubrificantes;01/09/2017;82.1
Brasil;Combustíveis e lubrificantes;01/10/2017;84.6
Brasil;Combustíveis e lubrificantes;01/11/2017;80.5
Brasil;Combustíveis e lubrificantes;01/12/2017;82.6
Brasil;Combustíveis e lubrificantes;01/01/2018;76.5
Brasil;Combustíveis e lubrificantes;01/02/2018;70.9
Brasil;Combustíveis e lubrificantes;01/03/2018;81.0
Brasil;Combustíveis e lubrificantes;01/04/2018;79.7
Brasil;Combustíveis e lubrificantes;01/05/2018;77.8
Brasil;Combustíveis e lubrificantes;01/06/2018;74.4
Brasil;Combustíveis e lubrificantes;01/07/2018;77.8
Brasil;Combustíveis e lubrificantes;01/08/2018;82.1
Brasil;Combustíveis e lubrificantes;01/09/2018;78.4
Brasil;Combustíveis e lubrificantes;01/10/2018;80.2
Brasil;Combustíveis e lubrificantes;01/11/2018;78.2
Brasil;Combustíveis e lubrificantes;01/12/2018;82.7
Brasil;Combustíveis e lubrificantes;01/01/2019;77.5
Brasil;Combustíveis e lubrificantes;01/02/2019;73.5
Brasil;Combustíveis e lubrificantes;01/03/2019;77.5
Brasil;Combustíveis e lubrificantes;01/04/2019;77.4
Brasil;Combustíveis e lubrificantes;01/05/2019;79.1
Brasil;Combustíveis e lubrificantes;01/06/2019;77.7
Brasil;Combustíveis e lubrificantes;01/07/2019;81.8
Brasil;Combustíveis e lubrificantes;01/08/2019;79.8
Brasil;Combustíveis e lubrificantes;01/09/2019;78.0
Brasil;Combustíveis e lubrificantes;01/10/2019;82.5
Brasil;Combustíveis e lubrificantes;01/11/2019;79.0
Brasil;Combustíveis e lubrificantes;01/12/2019;82.0
Brasil;Combustíveis e lubrificantes;01/01/2020;77.1
Brasil;Combustíveis e lubrificantes;01/02/2020;73.7
Brasil;Combustíveis e lubrificantes;01/03/2020;69.8
Brasil;Combustíveis e lubrificantes;01/04/2020;57.8
Brasil;Combustíveis e lubrificantes;01/05/2020;62.1
Brasil;Combustíveis e lubrificantes;01/06/2020;65.1
Brasil;Combustíveis e lubrificantes;01/07/2020;73.1
Brasil;Combustíveis e lubrificantes;01/08/2020;72.6
Brasil;Combustíveis e lubrificantes;01/09/2020;73.8
Brasil;Combustíveis e lubrificantes;01/10/2020;78.4
Brasil;Combustíveis e lubrificantes;01/11/2020;73.8
Brasil;Combustíveis e lubrificantes;01/12/2020;76.7
Brasil;Combustíveis e lubrificantes;01/01/2021;71.1
Brasil;Combustíveis e lubrificantes;01/02/2021;65.9
Brasil;Combustíveis e lubrificantes;01/03/2021;68.8
Brasil;Combustíveis e lubrificantes;01/04/2021;69.0
Brasil;Combustíveis e lubrificantes;01/05/2021;74.2
Brasil;Combustíveis e lubrificantes;01/06/2021;72.8
Brasil;Combustíveis e lubrificantes;01/07/2021;77.9
Brasil;Combustíveis e lubrificantes;01/08/2021;72.9
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/01/2000;54.3
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/02/2000;53.9
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/03/2000;57.2
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/04/2000;58.3
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/05/2000;55.8
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/06/2000;55.8
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/07/2000;57.9
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/08/2000;57.1
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/09/2000;57.4
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/10/2000;56.8
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/11/2000;57.1
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/12/2000;75.6
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/01/2001;56.1
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/02/2001;54.3
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/03/2001;60.0
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/04/2001;58.7
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/05/2001;56.0
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/06/2001;56.1
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/07/2001;56.1
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/08/2001;57.1
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/09/2001;57.1
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/10/2001;57.9
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/11/2001;56.9
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/12/2001;73.8
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/01/2002;55.5
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/02/2002;52.9
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/03/2002;62.0
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/04/2002;55.0
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/05/2002;57.9
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/06/2002;55.0
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/07/2002;56.1
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/08/2002;58.0
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/09/2002;53.7
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/10/2002;57.5
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/11/2002;56.3
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/12/2002;67.7
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/01/2003;52.5
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/02/2003;50.5
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/03/2003;53.8
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/04/2003;54.5
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/05/2003;54.0
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/06/2003;50.3
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/07/2003;53.0
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/08/2003;54.7
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/09/2003;51.7
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/10/2003;55.1
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/11/2003;55.0
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/12/2003;68.9
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/01/2004;54.2
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/02/2004;53.0
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/03/2004;55.8
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/04/2004;58.1
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/05/2004;56.7
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/06/2004;54.7
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/07/2004;58.5
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/08/2004;56.9
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/09/2004;56.4
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/10/2004;61.0
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/11/2004;58.5
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/12/2004;77.4
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/01/2005;57.6
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/02/2005;53.5
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/03/2005;61.3
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/04/2005;57.4
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/05/2005;57.4
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/06/2005;56.6
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/07/2005;60.5
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/08/2005;59.6
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/09/2005;58.6
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/10/2005;61.8
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/11/2005;59.9
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/12/2005;78.8
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/01/2006;60.4
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/02/2006;57.4
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/03/2006;63.4
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/04/2006;65.5
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/05/2006;61.6
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/06/2006;61.4
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/07/2006;63.5
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/08/2006;64.0
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/09/2006;64.9
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/10/2006;65.6
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/11/2006;65.4
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/12/2006;84.1
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/01/2007;63.3
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/02/2007;61.4
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/03/2007;69.4
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/04/2007;68.2
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/05/2007;66.7
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/06/2007;66.5
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/07/2007;66.5
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/08/2007;68.0
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/09/2007;69.0
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/10/2007;69.3
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/11/2007;69.6
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/12/2007;89.3
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/01/2008;68.7
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/02/2008;66.5
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/03/2008;75.3
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/04/2008;68.6
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/05/2008;72.3
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/06/2008;67.5
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/07/2008;70.1
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/08/2008;73.4
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/09/2008;69.9
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/10/2008;74.3
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/11/2008;73.8
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/12/2008;92.4
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/01/2009;73.5
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/02/2009;70.4
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/03/2009;75.1
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/04/2009;78.3
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/05/2009;77.1
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/06/2009;73.0
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/07/2009;77.1
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/08/2009;79.6
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/09/2009;76.7
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/10/2009;83.4
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/11/2009;79.8
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/12/2009;101.4
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/01/2010;81.0
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/02/2010;78.5
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/03/2010;86.7
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/04/2010;82.6
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/05/2010;83.5
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/06/2010;81.7
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/07/2010;85.7
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/08/2010;85.4
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/09/2010;84.2
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/10/2010;88.9
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/11/2010;84.3
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/12/2010;107.7
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/01/2011;84.4
