Brasil e Unidade da Federação;Atividades;Mês;Índice base fixa (2014=100)
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/05/2001;-
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/06/2001;-
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/07/2001;-
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/08/2001;-
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/09/2001;-
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/10/2001;-
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/11/2001;-
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/12/2001;-
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/01/2002;-
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/02/2002;-
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/03/2002;-
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/04/2002;-
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/05/2002;-
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/06/2002;-
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/07/2002;-
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/08/2002;-
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/09/2002;-
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/10/2002;-
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/11/2002;-
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/12/2002;-
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/01/2003;-
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/02/2003;-
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/03/2003;-
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/04/2003;-
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/05/2003;-
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/06/2003;-
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/07/2003;-
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/08/2003;-
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/09/2003;-
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/10/2003;-
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/11/2003;-
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/12/2003;-
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/01/2004;37.2
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/02/2004;38.4
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/03/2004;16.4
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/04/2004;55.4
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/05/2004;21.3
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/06/2004;19.0
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/07/2004;15.8
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/08/2004;21.6
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/09/2004;22.3
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/10/2004;14.1
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/11/2004;95.1
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/12/2004;58.5
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/01/2005;45.4
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/02/2005;35.0
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/03/2005;21.0
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/04/2005;54.6
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/05/2005;41.6
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/06/2005;25.5
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/07/2005;36.1
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/08/2005;33.9
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/09/2005;52.3
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/10/2005;37.2
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/11/2005;112.4
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/12/2005;86.7
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/01/2006;81.9
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/02/2006;74.8
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/03/2006;48.6
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/04/2006;104.1
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/05/2006;110.3
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/06/2006;30.5
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/07/2006;24.9
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/08/2006;40.7
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/09/2006;65.6
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/10/2006;42.2
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/11/2006;137.0
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/12/2006;155.6
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/01/2007;107.3
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/02/2007;126.8
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/03/2007;62.2
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/04/2007;101.9
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/05/2007;139.2
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/06/2007;38.6
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/07/2007;32.1
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/08/2007;48.3
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/09/2007;79.9
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/10/2007;54.1
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/11/2007;160.3
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/12/2007;150.6
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/01/2008;128.3
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/02/2008;151.3
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/03/2008;95.1
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/04/2008;126.4
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/05/2008;142.6
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/06/2008;57.1
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/07/2008;59.2
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/08/2008;71.5
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/09/2008;139.5
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/10/2008;80.1
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/11/2008;175.9
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/12/2008;168.9
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/01/2009;75.8
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/02/2009;144.6
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/03/2009;88.9
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/04/2009;127.7
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/05/2009;144.6
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/06/2009;77.4
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/07/2009;60.8
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/08/2009;87.1
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/09/2009;124.7
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/10/2009;52.0
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/11/2009;204.7
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/12/2009;254.3
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/01/2010;88.0
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/02/2010;116.4
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/03/2010;124.4
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/04/2010;72.0
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/05/2010;104.9
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/06/2010;102.7
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/07/2010;95.1
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/08/2010;97.4
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/09/2010;88.0
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/10/2010;56.4
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/11/2010;233.1
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/12/2010;315.4
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/01/2011;105.6
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/02/2011;112.4
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/03/2011;98.6
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/04/2011;79.9
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/05/2011;101.8
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/06/2011;100.4
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/07/2011;93.4
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/08/2011;118.5
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/09/2011;94.0
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/10/2011;58.3
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/11/2011;272.5
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/12/2011;336.4
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/01/2012;116.4
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/02/2012;100.2
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/03/2012;122.1
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/04/2012;92.5
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/05/2012;84.3
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/06/2012;81.7
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/07/2012;88.3
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/08/2012;120.7
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/09/2012;91.1
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/10/2012;99.5
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/11/2012;83.8
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/12/2012;162.5
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/01/2013;77.5
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/02/2013;80.1
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/03/2013;82.8
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/04/2013;87.4
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/05/2013;98.1
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/06/2013;87.0
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/07/2013;98.1
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/08/2013;84.6
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/09/2013;81.1
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/10/2013;88.3
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/11/2013;78.3
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/12/2013;174.8
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/01/2014;77.3
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/02/2014;110.5
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/03/2014;76.9
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/04/2014;90.1
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/05/2014;81.2
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/06/2014;82.6
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/07/2014;89.1
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/08/2014;95.1
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/09/2014;99.5
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/10/2014;93.4
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/11/2014;89.8
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/12/2014;214.5
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/01/2015;121.1
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/02/2015;101.9
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/03/2015;96.1
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/04/2015;142.6
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/05/2015;85.9
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/06/2015;91.7
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/07/2015;116.9
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/08/2015;85.0
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/09/2015;77.1
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/10/2015;80.0
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/11/2015;114.7
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/12/2015;88.1
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/01/2016;83.9
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/02/2016;114.1
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/03/2016;76.0
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/04/2016;74.8
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/05/2016;98.7
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/06/2016;102.1
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/07/2016;90.8
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/08/2016;91.9
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/09/2016;101.4
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/10/2016;111.7
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/11/2016;114.3
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/12/2016;108.8
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/01/2017;83.7
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/02/2017;150.3
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/03/2017;121.1
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/04/2017;106.8
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/05/2017;124.3
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/06/2017;64.0
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/07/2017;60.5
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/08/2017;74.3
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/09/2017;64.6
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/10/2017;64.3
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/11/2017;69.6
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/12/2017;198.5
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/01/2018;98.7
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/02/2018;66.6
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/03/2018;109.0
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/04/2018;62.3
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/05/2018;44.7
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/06/2018;121.7
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/07/2018;80.2
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/08/2018;58.7
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/09/2018;93.1
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/10/2018;64.8
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/11/2018;61.3
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/12/2018;86.0
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/01/2019;102.9
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/02/2019;93.7
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/03/2019;84.7
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/04/2019;42.8
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/05/2019;46.8
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/06/2019;72.7
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/07/2019;48.8
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/08/2019;38.4
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/09/2019;45.3
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/10/2019;50.2
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/11/2019;48.9
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/12/2019;85.3
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/01/2020;58.4
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/02/2020;47.0
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/03/2020;28.0
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/04/2020;15.5
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/05/2020;23.2
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/06/2020;33.0
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/07/2020;33.8
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/08/2020;29.2
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/09/2020;50.9
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/10/2020;113.9
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/11/2020;32.5
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/12/2020;34.6
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/01/2021;27.7
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/02/2021;34.0
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/03/2021;22.9
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/04/2021;27.6
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/05/2021;27.1
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/06/2021;27.8
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/07/2021;31.1
Distrito Federal;Equipamentos e materiais para escritório, informática e comunicação;01/08/2021;29.6
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/01/2000;-
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/02/2000;-
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/03/2000;-
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/04/2000;-
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/05/2000;-
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/06/2000;-
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/07/2000;-
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/08/2000;-
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/09/2000;-
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/10/2000;-
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/11/2000;-
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/12/2000;-
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/01/2001;-
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/02/2001;-
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/03/2001;-
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/04/2001;-
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/05/2001;-
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/06/2001;-
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/07/2001;-
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/08/2001;-
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/09/2001;-
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/10/2001;-
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/11/2001;-
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/12/2001;-
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/01/2002;-
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/02/2002;-
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/03/2002;-
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/04/2002;-
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/05/2002;-
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/06/2002;-
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/07/2002;-
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/08/2002;-
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/09/2002;-
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/10/2002;-
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/11/2002;-
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/12/2002;-
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/01/2003;-
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/02/2003;-
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/03/2003;-
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/04/2003;-
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/05/2003;-
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/06/2003;-
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/07/2003;-
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/08/2003;-
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/09/2003;-
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/10/2003;-
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/11/2003;-
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/12/2003;-
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/01/2004;39.4
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/02/2004;35.6
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/03/2004;44.0
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/04/2004;53.7
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/05/2004;53.8
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/06/2004;55.6
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/07/2004;51.6
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/08/2004;48.3
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/09/2004;47.8
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/10/2004;57.1
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/11/2004;57.2
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/12/2004;116.3
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/01/2005;46.2
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/02/2005;40.7
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/03/2005;64.1
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/04/2005;47.2
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/05/2005;53.2
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/06/2005;52.3
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/07/2005;52.8
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/08/2005;52.6
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/09/2005;50.5
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/10/2005;62.2
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/11/2005;63.1
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/12/2005;123.3
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/01/2006;49.7
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/02/2006;46.2
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/03/2006;57.6
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/04/2006;68.8
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/05/2006;61.5
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/06/2006;63.0
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/07/2006;60.1
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/08/2006;64.1
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/09/2006;62.2
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/10/2006;74.0
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/11/2006;73.0
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/12/2006;136.7
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/01/2007;58.9
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/02/2007;53.1
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/03/2007;67.0
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/04/2007;69.1
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/05/2007;69.0
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/06/2007;71.6
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/07/2007;67.9
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/08/2007;73.0
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/09/2007;68.8
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/10/2007;87.7
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/11/2007;82.4
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/12/2007;148.4
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/01/2008;68.1
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/02/2008;62.3
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/03/2008;88.9
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/04/2008;68.6
Distrito Federal;Outros artigos de uso pessoal e doméstico;01/05/2008;81.0
